"UPPER BARDEN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3335,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.84,6.91,3.77,3.00,3.09,4.21,4.50,4.60,8.98,1.89,6.67,
February,3.36,0.44,4.53,5.48,1.09,5.75,4.70,1.68,4.76,0.90,0.81,
March,3.06,2.80,2.94,2.23,1.72,1.28,2.26,3.25,3.30,0.43,2.45,
April,4.35,1.14,3.22,2.88,2.10,3.47,1.80,4.50,1.10,1.97,3.22,
May,4.06,1.72,1.12,3.86,6.20,5.19,4.40,1.80,1.37,2.22,1.98,
June,2.38,0.26,2.48,0.96,2.33,0.09,3.50,3.51,5.74,1.60,1.94,
July,6.75,2.72,5.40,3.86,5.04,1.69,3.65,5.73,2.21,3.16,5.16,
August,2.87,5.41,4.06,5.63,5.84,5.98,4.95,7.40,5.92,4.84,5.20,
September,1.83,2.66,4.30,4.96,4.65,3.61,3.20,6.07,0.73,1.58,4.11,
October,3.03,3.27,0.71,5.80,4.47,4.85,4.65,4.92,5.88,6.43,5.29,
November,2.85,2.94,2.25,5.03,3.70,2.30,7.30,4.73,5.50,6.22,5.03,
December,3.97,6.20,3.53,4.02,4.18,3.95,2.30,2.22,2.83,7.29,3.34,
Total,43.35,36.47,38.31,47.71,44.41,42.37,47.21,50.41,48.32,38.53,45.20,
Calc annual,43.35,36.47,38.31,47.71,44.41,42.37,47.21,50.41,48.32,38.53,45.20,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
