"KINGSTOWN HARBOUR YARD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6108,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.16,2.07,2.60,1.41,5.43,3.39,6.28,2.79,2.57,2.20,4.57,
February,1.37,0.77,1.24,7.33,1.04,4.59,2.26,3.27,3.26,2.94,1.11,
March,2.72,1.85,1.06,1.77,0.71,0.57,0.81,3.63,5.38,0.30,3.98,
April,3.09,0.99,2.89,3.41,1.90,2.57,1.50,1.49,1.62,1.50,1.65,
May,2.49,1.69,0.52,1.46,2.21,4.18,1.89,1.65,0.70,1.65,2.13,
June,1.92,0.12,0.95,0.77,3.21,0.41,1.84,2.64,5.71,2.07,0.85,
July,5.42,3.46,2.26,2.61,3.96,3.02,3.50,2.49,0.98,3.66,2.64,
August,1.43,2.20,4.97,4.62,3.99,2.08,2.07,6.83,4.40,4.52,5.67,
September,1.17,1.29,2.24,1.95,5.38,1.84,1.42,1.80,0.74,0.49,6.19,
October,5.95,1.77,0.71,2.44,2.53,2.85,2.07,3.65,3.89,2.72,3.94,
November,2.33,3.56,0.30,2.61,3.13,3.68,3.62,3.26,3.57,5.86,3.21,
December,2.36,2.52,1.86,1.73,5.56,2.10,0.99,3.37,3.21,7.99,3.10,
Total,34.41,22.29,21.60,32.11,39.05,31.28,28.25,36.87,36.03,35.90,39.04,
Calc annual,34.41,22.29,21.60,32.11,39.05,31.28,28.25,36.87,36.03,35.90,39.04,
Difference,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
