"CARDIFF (HEATHWOOD ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4091/7,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,9.03,1.90,6.82,
February,,,,,,,,,5.35,1.90,0.14,
March,,,,,,,,,6.73,0.55,2.76,
April,,,,,,,,,2.31,0.40,3.29,
May,,,,,,,,,0.86,3.48,1.58,
June,,,,,,,,,3.13,2.69,0.99,
July,,,,,,,,,2.37,2.10,2.98,
August,,,,,,,,,3.88,3.73,5.69,
September,,,,,,,,,0.69,0.54,4.30,
October,,,,,,,,,7.29,6.40,4.89,
November,,,,,,,,,5.17,11.38,4.06,
December,,,,,,,,,4.59,9.05,4.92,
Total,,,,,,,,,51.40,44.12,42.42,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.40,44.12,42.42,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,
