"CAPPAGHWHITE GREENFIELDS STUD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.14,3.89,3.51,3.54,5.48,4.80,5.90,3.77,4.49,1.21,,
February,2.52,1.25,4.42,6.71,1.88,4.66,4.09,3.84,4.73,3.26,,
March,3.69,2.77,1.64,2.99,0.56,0.70,1.60,4.07,3.44,1.10,,
April,4.08,0.83,2.29,3.52,2.52,4.23,2.43,1.23,2.29,1.55,,
May,3.77,2.05,1.75,1.65,3.06,4.33,1.46,1.12,1.64,2.51,,
June,1.39,1.15,2.29,0.85,3.96,0.60,2.92,3.18,2.96,1.55,,
July,3.64,4.18,3.19,3.61,2.33,3.18,2.95,2.74,1.14,4.38,,
August,1.68,4.80,3.26,6.35,3.83,2.44,2.50,4.98,5.38,3.49,,
September,2.30,1.39,4.08,3.55,5.58,3.11,0.59,3.98,1.39,1.08,,
October,4.62,2.92,0.35,3.90,3.70,3.05,2.48,1.86,4.61,4.09,,
November,3.71,4.51,1.50,3.60,4.85,2.49,3.47,2.89,4.30,5.58,,
December,2.97,2.74,4.55,4.05,5.18,3.40,1.24,4.53,4.18,7.54,,
Total,39.51,32.48,32.83,44.32,42.93,36.99,31.63,38.19,40.55,37.34,,
Calc annual,39.51,32.48,32.83,44.32,42.93,36.99,31.63,38.19,40.55,37.34,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,
