"LONGFORD CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1505,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.97,3.23,4.37,1.28,3.75,3.54,5.27,2.79,5.36,1.44,5.26,
February,1.02,0.34,3.06,5.37,0.28,5.06,2.05,4.57,2.17,1.02,0.89,
March,2.23,1.61,3.02,1.89,1.28,0.32,0.66,3.81,2.52,0.14,1.45,
April,3.65,0.91,4.00,3.14,3.74,2.62,4.13,2.12,2.26,0.96,2.59,
May,1.14,1.82,0.90,1.62,4.39,4.68,1.80,0.69,1.46,2.07,1.65,
June,2.01,0.30,1.02,0.49,2.53,0.02,2.74,2.93,1.87,1.43,0.84,
July,7.19,0.92,4.41,0.85,4.65,3.43,1.72,3.52,1.42,1.15,2.20,
August,1.58,2.08,4.87,2.75,2.45,2.35,1.69,3.24,2.53,0.96,4.12,
September,1.16,0.93,1.74,2.77,4.35,3.99,0.87,6.12,2.36,0.41,3.40,
October,3.59,0.87,1.27,5.99,4.14,4.34,2.82,2.53,6.32,5.09,1.91,
November,2.05,2.54,1.87,2.05,3.86,2.67,9.24,3.31,3.47,9.42,5.34,
December,3.13,1.96,4.27,3.90,5.33,3.98,0.52,4.54,2.82,8.17,4.00,
Total,32.70,17.51,34.80,32.10,40.75,37.00,33.51,40.17,34.56,32.26,33.65,
Calc annual,32.72,17.51,34.80,32.10,40.75,37.00,33.51,40.17,34.56,32.26,33.65,
Difference,-0.02,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
