"ROYBRIDGE ALLT LEACHDACH (NO 24)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5736,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,14.38,1.66,11.01,
February,,,,,,,,,6.25,1.44,0.43,
March,,,,,,,,,6.64,1.49,2.36,
April,,,,,,,,,3.17,2.64,1.76,
May,,,,,,,,,0.63,3.98,3.28,
June,,,,,,,,4.12,4.81,3.34,4.37,
July,,,,,,,,3.43,2.69,3.90,3.66,
August,,,,,,,,5.87,5.22,4.80,7.75,
September,,,,,,,,6.25,5.50,3.69,4.64,
October,,,,,,,,7.06,8.71,8.41,10.42,
November,,,,,,,,5.13,7.14,7.91,7.93,
December,,,,,,,,0.94,5.98,16.36,7.28,
Total,,,,,,,,,71.12,59.62,64.89,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.80,71.12,59.62,64.89,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,
