"BRIDGE OF EARN, KININONTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5541,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,3.40,5.11,2.73,6.74,1.20,2.46,
February,,,,,,3.01,4.64,1.26,2.04,1.59,0.98,
March,,,,,,1.57,1.47,2.38,4.19,0.14,2.10,
April,,,,,,2.88,2.09,0.97,0.56,1.05,1.71,
May,,,,,,4.25,1.75,2.24,1.95,2.45,1.40,
June,,,,,,0.46,3.00,3.06,3.89,1.54,1.59,
July,,,,,,3.05,3.42,3.30,0.73,2.32,2.61,
August,,,,,,2.81,2.20,4.28,4.88,4.58,5.06,
September,,,,,,3.25,3.47,4.48,2.67,0.67,4.73,
October,,,,,,2.53,3.83,5.13,3.54,3.50,3.09,
November,,,,,,0.78,5.18,1.84,2.74,3.38,3.83,
December,,,,,,2.80,0.22,1.72,2.98,4.36,3.42,
Total,,,,,,30.79,36.38,33.39,36.91,26.78,32.98,
Calc annual,0.00,0.00,0.00,0.00,0.00,30.79,36.38,33.39,36.91,26.78,32.98,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,-0.00,
