"OSWALDKIRK, LAYESTHORPE HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3458,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,4.41,2.35,4.04,
February,,,,,,,,,1.59,1.13,1.54,
March,,,,,,,,,2.70,0.32,2.26,
April,,,,,,,,,0.93,1.04,2.78,
May,,,,,,,,,1.48,1.76,1.40,
June,,,,,,,,,4.15,1.84,2.50,
July,,,,,,,,,0.63,1.99,4.36,
August,,,,,,,,,4.39,2.74,3.45,
September,,,,,,,,,0.64,0.51,3.58,
October,,,,,,,,,4.40,2.74,2.34,
November,,,,,,,,2.30,2.90,4.01,3.84,
December,,,,,,,,2.40,1.76,4.83,2.29,
Total,,,,,,,,,29.98,25.26,34.38,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.70,29.98,25.26,34.38,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
