"KNOCKBREX BORGUE (CORSEYARD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5013,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.70,6.74,4.52,3.51,5.62,4.50,4.90,4.36,9.20,3.03,5.44,
February,3.10,0.52,4.28,6.14,0.93,5.22,5.50,2.88,3.46,2.12,0.28,
March,4.30,5.23,1.43,1.49,0.73,1.43,2.44,4.12,5.12,1.06,1.84,
April,2.60,1.46,2.61,2.55,2.01,3.51,1.87,2.29,1.47,1.25,1.72,
May,3.20,1.81,2.28,1.83,4.44,4.40,2.03,2.26,1.87,2.75,1.38,
June,2.50,0.61,1.78,1.54,2.26,0.19,2.15,3.77,6.23,2.04,1.80,
July,3.90,4.22,4.40,3.44,4.24,2.29,2.52,3.27,3.60,4.27,3.93,
August,2.70,5.64,3.16,8.57,5.43,4.54,4.38,5.08,5.83,4.94,5.61,
September,2.80,2.55,2.80,4.42,5.96,3.40,2.59,5.31,2.15,0.77,4.78,
October,3.90,3.20,1.81,5.20,3.90,4.76,4.61,4.44,8.05,5.61,6.45,
November,2.80,2.43,3.06,5.12,2.83,1.75,6.97,5.20,7.78,6.11,5.67,
December,3.90,4.38,3.95,5.61,6.41,4.44,1.52,1.47,4.24,7.92,5.16,
Total,41.40,38.79,36.08,49.42,44.76,40.43,41.48,44.45,59.00,41.87,44.06,
Calc annual,41.40,38.79,36.08,49.42,44.76,40.43,41.48,44.45,59.00,41.87,44.06,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,
