"WORTING MANYDOWN PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,667,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.76,2.75,3.42,1.64,3.03,2.84,3.73,2.54,6.88,1.59,5.06,
February,0.49,0.31,2.71,3.93,0.46,4.42,2.05,4.56,2.60,0.85,0.72,
March,1.76,1.37,2.50,2.71,1.02,0.62,0.70,3.75,2.96,0.12,1.32,
April,3.05,0.83,3.78,3.36,3.83,2.87,4.16,2.45,2.28,1.21,2.75,
May,1.16,1.42,1.01,2.31,3.48,3.60,2.28,1.18,2.20,1.67,1.69,
June,1.23,0.35,1.47,0.45,2.08,0.00,2.71,3.13,2.60,1.66,0.51,
July,5.68,0.29,4.04,1.45,5.50,3.02,1.44,5.56,1.73,1.27,2.53,
August,1.69,1.98,3.20,3.19,3.31,4.58,1.15,2.95,2.66,1.76,3.15,
September,1.04,1.06,1.86,2.29,4.73,3.31,1.06,7.46,1.98,0.57,5.20,
October,2.40,0.96,1.47,6.55,4.81,4.01,3.06,2.38,6.72,4.46,1.96,
November,1.47,1.45,1.00,2.35,2.96,2.34,8.08,5.11,3.19,9.80,6.16,
December,2.21,1.74,2.98,3.15,5.19,4.12,0.44,3.90,3.36,8.65,3.81,
Total,24.94,14.51,29.44,33.38,40.40,35.73,30.86,44.97,39.16,33.61,34.86,
Calc annual,24.94,14.51,29.44,33.38,40.40,35.73,30.86,44.97,39.16,33.61,34.86,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
