"DEDDINGTON (SOULDERN COURT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1062,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,3.24,
February,,,,,,,,,,,0.64,
March,,,,,,,,,,,1.71,
April,,,,,,,,,,,2.61,
May,,,,,,,,,,,1.71,
June,,,,,,,,,,,1.25,
July,,,,,,,,,,,2.87,
August,,,,,,,,,,,2.30,
September,,,,,,,,,,,3.19,
October,,,,,,,,,,,1.21,
November,,,,,,,,,,,3.36,
December,,,,,,,,,,,3.33,
Total,,,,,,,,,,,27.42,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.42,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
