"WESTERHAM QUEBEC SQUARE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,374,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.82,3.27,4.36,1.94,3.11,3.13,3.51,2.83,5.02,1.37,3.80,
February,0.64,0.56,3.12,3.98,0.98,4.49,3.18,5.33,1.97,0.56,1.40,
March,1.58,2.00,2.80,2.87,1.55,0.92,0.51,4.27,2.41,0.03,1.96,
April,3.34,1.67,3.93,2.79,4.64,2.92,4.76,2.20,2.50,1.17,1.88,
May,1.00,1.36,1.53,3.02,3.77,2.64,1.51,1.32,2.26,2.22,3.09,
June,2.12,0.22,1.76,0.68,2.91,0.29,3.27,4.06,3.21,1.37,0.63,
July,4.48,0.30,3.74,3.13,4.84,4.19,1.83,2.66,2.04,2.58,2.99,
August,1.93,1.63,3.29,2.58,3.98,2.55,2.73,5.27,2.96,2.56,3.07,
September,4.41,1.16,2.56,2.09,4.50,3.02,0.95,5.69,0.85,0.26,4.63,
October,1.16,1.17,1.30,7.44,3.76,4.20,3.15,2.29,5.29,3.68,2.00,
November,1.56,1.81,2.23,2.39,3.81,3.30,6.87,3.47,3.73,8.26,5.25,
December,3.23,2.40,4.24,2.98,4.34,4.10,0.74,5.51,4.43,7.38,2.42,
Total,29.27,17.55,34.86,35.89,42.19,35.75,33.01,44.80,36.67,31.44,33.12,
Calc annual,29.27,17.55,34.86,35.89,42.19,35.75,33.01,44.90,36.67,31.44,33.12,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,
