"KENDAL, OAK BANK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,9.64,5.40,5.37,,,,,,,,
February,,0.24,4.91,6.71,,,,,,,,
March,,6.86,3.41,2.16,,,,,,,,
April,,1.56,2.52,4.16,,,,,,,,
May,,3.38,3.52,3.29,,,,,,,,
June,,0.23,2.82,1.31,,,,,,,,
July,6.54,2.69,5.63,5.52,,,,,,,,
August,2.21,7.72,4.99,8.60,,,,,,,,
September,3.96,2.58,3.87,6.29,,,,,,,,
October,1.56,2.70,2.14,8.49,,,,,,,,
November,3.58,2.86,3.11,8.36,,,,,,,,
December,5.17,7.82,7.94,,,,,,,,,
Total,,48.28,50.26,,,,,,,,,
Calc annual,23.02,48.28,50.26,60.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
