"FRENSHAM, SPREAKLEY HOLLOW",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,183,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,2.89,5.36,2.72,4.33,1.47,4.98,
February,,,,,,5.03,2.04,4.93,2.36,0.60,1.12,
March,,,,,,0.69,0.31,4.23,2.39,0.10,1.26,
April,,,,,,2.56,3.09,1.88,2.07,0.67,2.22,
May,,,,,,4.35,1.81,1.13,1.93,1.89,1.96,
June,,,,,,0.00,2.46,3.06,2.82,1.57,0.42,
July,,,,,,3.12,1.07,3.01,1.94,1.64,1.23,
August,,,,,,3.73,1.46,3.58,1.77,1.41,3.29,
September,,,,,,3.22,0.82,5.65,1.18,0.26,3.39,
October,,,,,,3.88,2.59,1.89,5.94,3.91,1.57,
November,,,,,,1.99,6.70,4.26,3.18,7.79,5.28,
December,,,,,,3.91,0.24,4.69,2.96,8.52,2.75,
Total,,,,,,35.37,27.95,41.03,32.87,29.83,29.47,
Calc annual,0.00,0.00,0.00,0.00,0.00,35.37,27.95,41.03,32.87,29.83,29.47,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,
