"BELPER QUARRY BANK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2665,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.55,3.19,4.49,1.52,2.50,2.70,3.54,2.05,6.38,1.50,4.54,
February,2.86,0.31,3.03,5.22,0.95,3.49,2.68,1.71,3.09,0.64,0.85,
March,2.18,1.62,2.13,1.84,1.30,0.75,1.11,2.67,2.61,0.34,3.23,
April,4.83,1.08,2.97,2.34,2.37,1.91,1.48,2.30,0.87,1.33,3.01,
May,2.71,1.93,0.88,3.24,3.59,4.16,2.71,1.23,1.17,1.97,1.99,
June,2.89,0.32,1.06,0.57,2.49,0.00,1.85,4.76,3.58,1.15,1.00,
July,5.07,0.66,3.96,4.32,3.27,1.45,2.61,3.16,1.21,1.63,6.60,
August,1.11,4.08,6.14,3.17,3.21,4.14,2.41,4.08,3.63,2.55,2.61,
September,1.55,1.19,2.25,2.64,2.87,3.73,0.96,4.45,0.46,0.60,5.18,
October,2.19,4.02,0.66,2.04,4.74,4.34,2.50,2.85,5.43,3.95,3.38,
November,1.05,1.61,1.29,2.42,1.64,2.18,4.10,3.04,4.24,6.72,3.58,
December,3.30,2.61,3.80,3.50,2.63,2.79,1.08,2.52,2.47,5.24,2.77,
Total,33.29,22.62,32.66,32.82,31.56,31.64,27.03,34.82,35.14,27.62,38.74,
Calc annual,33.29,22.62,32.66,32.82,31.56,31.64,27.03,34.82,35.14,27.62,38.74,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
