"WOKING, MAYFORD HOUSE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.38,1.52,,,,,,,,
February,,,2.32,4.03,,,,,,,,
March,,,2.12,2.85,,,,,,,,
April,,,3.08,2.38,,,,,,,,
May,,,0.80,2.67,,,,,,,,
June,,,1.10,0.34,,,,,,,,
July,,,3.42,1.45,,,,,,,,
August,,,2.26,1.70,,,,,,,,
September,,,1.30,1.59,,,,,,,,
October,,,0.98,5.91,,,,,,,,
November,,,1.64,1.58,,,,,,,,
December,,,4.38,2.32,,,,,,,,
Total,,,26.78,28.34,,,,,,,,
Calc annual,0.00,0.00,26.78,28.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
