"HORWICH LOWER RIVINGTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2996,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.89,5.82,4.63,3.59,3.50,2.55,6.07,4.81,9.58,2.47,5.02,
February,3.16,0.22,4.08,6.53,1.15,6.68,3.83,1.99,5.15,1.25,0.23,
March,4.08,2.79,3.12,2.09,1.85,1.98,1.19,5.66,2.50,1.30,2.85,
April,5.26,1.58,2.34,3.93,2.05,2.11,1.37,2.25,1.01,1.06,2.67,
May,6.56,2.58,2.03,3.39,5.05,4.61,4.16,1.27,1.41,2.85,1.34,
June,2.90,0.58,3.05,1.24,3.02,0.11,2.18,4.86,6.14,1.62,1.86,
July,6.94,1.43,4.84,5.13,5.41,2.94,3.71,4.29,2.81,3.71,4.97,
August,3.97,6.19,5.03,5.54,8.15,4.22,4.22,5.12,5.96,4.81,7.16,
September,3.44,1.38,6.54,4.31,4.38,4.75,4.27,6.97,1.02,2.35,2.84,
October,1.31,3.02,0.84,6.00,5.03,4.72,3.73,4.28,5.51,5.93,5.09,
November,1.95,3.12,3.73,5.16,2.62,5.09,6.91,4.73,6.04,6.59,5.88,
December,3.00,5.22,5.93,5.67,6.20,2.87,1.75,1.63,3.26,4.66,4.40,
Total,46.46,33.93,46.16,52.58,48.41,42.63,43.39,47.86,50.39,38.60,44.31,
Calc annual,46.46,33.93,46.16,52.58,48.41,42.63,43.39,47.86,50.39,38.60,44.31,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
