"CRADLEY (MILL BANK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2261,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.59,2.85,3.96,1.32,3.54,1.76,3.59,2.69,3.97,1.11,4.92,
February,1.02,0.23,2.73,5.99,0.65,3.46,2.57,2.55,2.09,0.64,0.75,
March,2.95,1.45,2.27,1.76,1.38,0.46,0.72,2.65,3.02,0.04,2.43,
April,3.92,1.40,2.19,3.23,2.90,2.35,2.85,1.46,1.35,0.70,3.19,
May,1.49,1.53,0.90,1.88,5.98,3.87,3.40,1.16,1.12,1.60,1.82,
June,2.04,0.91,0.95,0.50,2.71,0.02,1.16,3.68,2.19,1.45,2.00,
July,5.96,0.55,4.91,2.97,4.47,2.99,2.62,2.85,1.56,2.32,2.94,
August,0.70,3.73,3.47,2.16,3.10,1.93,2.43,3.88,1.76,1.45,2.52,
September,2.24,1.01,2.21,1.89,4.98,2.93,0.64,5.09,0.86,1.20,4.27,
October,2.45,1.69,0.38,4.76,4.90,3.24,2.72,1.95,4.74,3.82,2.41,
November,0.75,2.16,1.07,1.45,2.56,1.36,6.90,3.72,2.11,7.50,2.53,
December,2.97,1.53,3.48,2.94,3.05,2.92,0.63,1.63,2.95,6.16,3.46,
Total,30.08,19.04,28.52,30.85,40.22,27.29,30.23,33.31,27.72,27.99,33.24,
Calc annual,30.08,19.04,28.52,30.85,40.22,27.29,30.23,33.31,27.72,27.99,33.24,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
