"WHITEHAVEN IRISH STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.95,6.77,3.91,3.58,5.06,4.44,,,,,,
February,3.02,0.27,4.43,6.02,0.54,5.25,,,,,,
March,5.93,5.70,2.05,2.01,1.05,1.45,,,,,,
April,4.40,2.40,2.71,4.13,2.31,3.20,,,,,,
May,4.61,3.27,3.65,1.75,4.78,4.60,,,,,,
June,2.48,0.50,2.56,1.37,3.27,0.20,,,,,,
July,5.26,3.63,6.55,4.30,4.48,1.69,,,,,,
August,4.94,8.42,5.04,8.91,4.34,4.69,,,,,,
September,3.09,2.11,2.41,6.29,6.10,3.73,,,,,,
October,2.14,3.21,2.71,8.64,4.77,6.02,,,,,,
November,3.60,2.45,2.45,5.54,3.00,2.10,,,,,,
December,4.06,4.50,5.22,5.68,9.28,3.00,,,,,,
Total,49.48,43.23,43.69,58.22,48.98,40.37,,,,,,
Calc annual,49.48,43.23,43.69,58.22,48.98,40.37,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,
