"MORTIMER, WOKEFIELD PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,790,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.33,2.55,2.53,1.31,2.69,2.01,3.07,1.96,3.06,1.32,3.62,
February,0.44,0.41,2.21,3.31,0.34,3.13,1.77,3.58,2.04,0.81,0.83,
March,1.48,1.13,1.91,2.26,0.61,0.48,0.68,2.43,2.12,0.04,0.90,
April,3.19,0.70,3.04,3.16,2.87,1.93,3.15,1.54,1.39,1.09,1.95,
May,1.29,1.26,0.67,1.93,3.23,3.65,1.77,1.02,1.63,1.23,1.80,
June,1.90,0.28,1.24,0.43,2.69,0.02,3.01,3.18,2.44,1.47,0.37,
July,5.89,0.11,4.70,0.93,3.83,4.03,2.30,4.28,1.73,1.07,2.01,
August,1.21,1.85,3.47,2.27,2.36,3.36,0.64,3.15,2.09,0.59,2.70,
September,0.99,2.13,1.42,1.90,3.13,2.75,0.61,5.51,1.67,0.32,2.66,
October,1.98,0.99,0.72,4.92,3.44,3.56,2.61,1.50,4.47,2.89,1.19,
November,1.26,1.80,1.82,1.58,2.41,1.70,5.88,3.06,2.29,6.92,4.66,
December,2.12,1.33,2.35,2.24,3.92,2.91,0.39,3.86,2.74,5.98,2.76,
Total,24.08,14.54,26.08,26.24,31.52,29.53,25.88,35.07,27.67,23.73,25.45,
Calc annual,24.08,14.54,26.08,26.24,31.52,29.53,25.88,35.07,27.67,23.73,25.45,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
