"KINFAUNS, BALTHAYOCK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5571,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.38,2.67,4.85,1.90,2.97,3.55,5.51,3.04,5.18,1.10,2.04,
February,3.58,0.39,3.10,5.16,1.09,3.39,5.64,1.59,1.99,1.58,1.72,
March,3.05,2.82,1.82,1.09,1.08,1.88,1.72,2.01,3.77,0.32,2.10,
April,2.79,1.06,2.44,3.55,1.59,3.72,2.72,0.86,0.79,1.12,1.69,
May,3.77,1.54,1.12,0.90,6.45,4.54,2.58,1.87,1.83,2.33,1.12,
June,1.09,0.38,2.32,0.71,2.70,0.38,3.89,3.08,4.14,1.57,2.03,
July,2.45,3.27,3.59,1.85,5.31,3.14,3.82,3.82,0.82,3.87,2.85,
August,3.83,5.48,1.66,6.21,3.55,2.86,2.82,4.19,4.45,3.62,6.34,
September,1.94,1.70,2.01,3.40,4.57,3.85,4.04,4.40,2.76,0.55,5.90,
October,2.19,3.90,2.07,2.99,4.43,3.36,5.28,5.13,3.45,3.44,3.07,
November,2.87,2.17,1.70,2.25,1.98,1.15,6.64,1.96,2.60,3.53,3.80,
December,3.37,2.73,2.39,3.12,5.54,3.13,0.34,1.68,3.02,3.71,3.26,
Total,34.31,28.11,29.07,33.13,41.26,34.95,45.00,33.63,34.80,26.74,35.92,
Calc annual,34.31,28.11,29.07,33.13,41.26,34.95,45.00,33.63,34.80,26.74,35.92,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
