"MOORFOOT HILLS (ROSEBERY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.40,6.00,2.40,1.70,2.00,2.70,2.90,2.25,4.70,0.90,3.80,
February,3.25,0.85,1.90,3.40,0.80,4.75,2.35,1.05,2.35,0.80,0.90,
March,3.00,2.60,1.90,1.30,0.90,3.10,1.90,2.30,2.50,0.30,2.40,
April,2.95,0.85,2.00,2.90,1.25,4.05,2.40,1.90,1.10,1.50,1.20,
May,3.00,1.75,1.20,3.35,4.05,4.65,3.65,1.60,1.75,1.60,1.25,
June,1.10,0.50,1.65,1.50,2.00,0.50,4.35,2.80,4.60,2.00,1.45,
July,3.80,2.85,4.00,3.40,4.00,1.30,3.60,2.75,2.00,3.50,3.50,
August,6.30,5.00,1.85,4.50,2.90,3.65,2.35,6.15,5.25,4.65,4.95,
September,1.25,1.70,2.00,2.10,3.65,5.20,4.20,9.00,1.90,0.35,5.15,
October,1.45,4.00,2.05,3.45,2.80,1.70,3.65,3.75,3.71,3.25,3.25,
November,2.30,1.20,1.55,4.30,1.50,0.90,3.10,2.65,3.30,3.45,4.90,
December,2.35,4.25,2.90,2.50,2.75,3.30,1.15,2.45,2.05,4.50,1.90,
Total,34.15,31.55,25.40,34.40,28.60,35.80,35.60,38.65,35.21,26.80,34.65,
Calc annual,34.15,31.55,25.40,34.40,28.60,35.80,35.60,38.65,35.21,26.80,34.65,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
