"NEW GALLOWAY (GLENLEE PARK)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR109,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.31,14.33,8.38,7.21,8.00,6.85,,,,,,
February,6.97,1.24,6.30,11.84,1.41,8.32,,,,,,
March,7.22,12.00,2.66,3.38,1.39,1.71,,,,,,
April,3.45,1.87,3.46,3.93,4.02,6.60,,,,,,
May,7.34,3.01,3.57,2.60,4.26,6.69,,,,,,
June,2.22,0.26,1.92,1.57,2.85,0.26,,,,,,
July,4.26,5.71,4.90,4.84,5.02,3.16,,,,,,
August,3.58,8.00,4.24,10.50,5.15,4.82,,,,,,
September,2.68,2.72,3.13,8.77,7.68,3.94,,,,,,
October,4.81,5.00,3.10,8.86,4.74,7.61,,,,,,
November,4.91,4.50,2.88,9.64,4.27,1.85,,,,,,
December,7.08,11.63,6.92,5.58,9.14,6.89,,,,,,
Total,62.83,70.27,51.46,78.72,57.93,58.68,,,,,,
Calc annual,62.83,70.27,51.46,78.72,57.93,58.70,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,-0.00,-0.02,NaN,NaN,NaN,NaN,NaN,
