"DUKINFIELD LOWER RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2745,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.15,5.33,2.55,2.85,2.75,2.77,3.24,3.66,7.45,1.91,4.52,
February,3.49,0.35,4.24,3.94,0.86,5.71,3.19,1.34,4.47,1.04,0.33,
March,2.50,2.71,2.11,1.80,1.10,1.63,1.23,3.68,1.23,1.13,2.64,
April,4.27,1.35,2.63,3.13,1.56,2.10,1.72,2.64,0.81,1.63,1.97,
May,4.98,2.09,1.46,3.48,5.29,4.07,4.10,1.15,0.87,2.36,1.58,
June,2.96,0.46,2.43,1.07,2.90,0.11,2.60,5.23,6.80,1.18,5.10,
July,6.49,1.17,4.29,5.22,3.72,2.16,2.00,4.05,1.52,4.11,6.18,
August,2.27,4.84,4.17,4.55,4.92,2.68,3.98,4.84,5.94,3.89,5.23,
September,2.56,0.95,3.31,3.96,2.80,3.97,3.29,6.35,1.11,1.32,3.36,
October,1.23,2.56,0.67,3.90,4.44,3.71,3.09,2.56,3.49,4.76,4.51,
November,1.12,1.94,2.47,5.25,1.37,2.30,4.45,3.66,5.08,7.97,4.10,
December,2.33,4.69,3.43,3.39,3.23,2.23,1.55,0.58,1.95,6.35,2.67,
Total,38.35,28.44,33.76,42.54,34.94,33.44,34.44,39.74,40.72,37.65,42.19,
Calc annual,38.35,28.44,33.76,42.54,34.94,33.44,34.44,39.74,40.72,37.65,42.19,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,
