"BUCKFASTLEIGH COUNCIL SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,9.21,11.59,,,,,,
February,,,,,2.99,10.75,,,,,,
March,,,,,5.34,0.67,,,,,,
April,,,,6.23,7.87,4.55,,,,,,
May,,,1.11,,8.22,7.84,,,,,,
June,,,,,2.59,0.00,,,,,,
July,,,,,7.50,4.34,,,,,,
August,,,,,6.10,5.00,,,,,,
September,,,,,10.04,5.25,,,,,,
October,,,,,11.68,9.28,,,,,,
November,,,,,6.59,5.33,,,,,,
December,,,,,10.19,12.25,,,,,,
Total,,,,,88.32,76.85,,,,,,
Calc annual,0.00,0.00,1.11,6.23,88.32,76.85,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,
