"CHORLTON-CUM-HARDY (SEWAGE WORKS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2931,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.65,4.35,2.74,2.52,2.72,2.01,2.98,3.27,7.18,1.53,4.07,
February,3.04,0.48,3.60,4.33,0.95,5.07,2.77,1.30,3.35,0.84,0.23,
March,3.42,2.54,2.02,1.50,0.97,1.42,1.34,3.19,1.86,0.86,2.52,
April,4.40,1.25,2.37,2.79,1.66,1.63,1.28,2.08,1.00,0.73,1.62,
May,4.60,2.11,1.44,3.04,5.25,5.08,3.43,1.55,1.38,2.28,1.34,
June,2.82,0.26,2.07,0.63,2.64,0.15,1.69,4.88,5.06,1.08,1.56,
July,6.59,1.05,4.18,6.03,3.89,2.05,3.42,1.55,1.66,3.23,6.03,
August,1.90,4.31,4.34,4.13,5.50,4.08,3.52,4.29,4.25,2.87,4.79,
September,2.49,0.90,3.12,3.42,3.42,4.14,3.27,5.25,1.01,1.75,2.79,
October,1.31,2.32,0.23,4.25,3.92,4.30,4.10,2.23,3.47,4.82,4.67,
November,1.02,2.18,2.34,4.58,1.41,2.58,4.91,3.14,4.05,6.17,3.94,
December,2.55,4.10,3.86,4.25,3.61,2.20,1.38,1.14,1.89,5.14,2.75,
Total,37.79,25.85,32.31,41.47,35.94,34.71,34.09,33.87,36.16,31.30,36.31,
Calc annual,37.79,25.85,32.31,41.47,35.94,34.71,34.09,33.87,36.16,31.30,36.31,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,
