"BLACKFORD, SEXEYS FARM SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,5.18,,,
February,,,,,,,,,2.40,,,
March,,,,,,,,,2.17,,,
April,,,,,,,,,1.30,,,
May,,,,,,,,,0.81,,,
June,,,,,,,,,2.00,2.41,,
July,,,,,,,,,2.38,1.39,,
August,,,,,,,,,3.09,3.84,,
September,,,,,,,,,1.10,0.21,,
October,,,,,,,,,6.53,6.47,,
November,,,,,,,,,2.75,9.01,,
December,,,,,,,,,2.90,7.59,,
Total,,,,,,,,,32.61,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.61,30.92,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,NaN,NaN,
