"PURLEY, RUSSELL HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,96,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,2.65,3.78,1.31,3.72,
February,,,,,,,,5.24,1.86,0.70,0.78,
March,,,,,,,,3.03,3.14,0.09,1.82,
April,,,,,,,,2.06,2.06,1.25,1.92,
May,,,,,,,,1.17,2.23,2.07,3.40,
June,,,,,,,,2.90,2.85,1.19,0.84,
July,,,,,,,,3.74,2.25,2.31,2.40,
August,,,,,,,,4.65,2.87,2.13,3.18,
September,,,,,,,,5.91,0.87,0.20,3.92,
October,,,,,,,,1.59,5.72,4.14,1.42,
November,,,,,,,,2.86,3.00,7.06,4.88,
December,,,,,,,,4.08,3.30,7.74,2.31,
Total,,,,,,,,39.88,33.93,30.19,30.59,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.88,33.93,30.19,30.59,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,
