"CRANLEIGH, RUFFOLD LODGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,178,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.90,2.91,2.53,3.56,2.00,3.74,1.44,3.77,
February,,,,5.06,0.60,3.79,2.64,4.59,1.86,0.73,0.95,
March,,,,2.95,1.45,0.55,0.30,3.64,2.23,0.01,1.65,
April,,,,2.90,3.02,2.66,2.98,1.74,2.02,0.70,2.11,
May,,,,3.37,3.32,3.30,1.36,1.10,2.08,1.86,2.62,
June,,,,0.44,3.29,0.11,2.73,3.60,2.90,1.53,0.54,
July,,,,1.55,4.48,4.36,1.14,3.04,1.74,1.56,3.14,
August,,,,2.63,2.72,3.12,1.70,3.90,2.45,2.03,5.15,
September,,,,2.20,3.98,2.57,1.02,5.39,1.39,0.15,2.42,
October,,,,6.38,3.73,2.91,2.06,1.97,6.34,3.39,1.41,
November,,,,1.87,2.49,3.02,5.97,3.82,2.20,5.95,4.59,
December,,,,2.95,4.00,2.91,0.35,4.49,2.45,5.89,2.64,
Total,,,,34.20,35.99,31.83,25.81,39.28,31.40,25.24,30.99,
Calc annual,0.00,0.00,0.00,34.20,35.99,31.83,25.81,39.28,31.40,25.24,30.99,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,
