"ALNESS, ARDROSS CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5776,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.81,6.13,4.16,5.92,2.03,4.65,3.18,5.47,6.71,0.99,4.01,
February,4.91,0.88,4.00,3.95,2.63,6.92,3.19,1.15,4.53,0.65,1.21,
March,2.80,3.79,2.89,1.08,1.86,3.30,4.38,1.88,3.89,0.61,1.95,
April,2.80,1.53,4.01,3.99,1.47,3.15,3.27,3.27,1.64,1.89,1.81,
May,2.92,3.26,3.30,4.46,5.77,3.80,2.96,2.37,3.17,2.08,2.56,
June,0.54,0.84,1.04,0.96,2.16,0.63,3.16,3.44,3.29,1.68,1.93,
July,2.29,2.95,3.30,3.50,4.32,2.90,1.92,3.56,1.93,2.39,2.59,
August,2.36,2.21,2.16,6.12,4.59,1.51,2.01,3.76,5.26,5.13,7.05,
September,2.68,1.55,1.98,2.83,6.20,2.62,2.60,6.43,2.71,2.39,3.33,
October,1.86,2.90,2.72,5.15,2.28,2.34,6.76,6.70,4.39,4.87,6.12,
November,4.56,1.63,2.38,3.74,2.03,1.77,5.33,3.25,5.35,3.38,7.20,
December,3.31,6.00,3.75,3.54,4.45,4.74,2.78,1.71,4.28,4.05,3.27,
Total,36.84,33.67,35.69,45.24,39.79,38.33,41.54,42.99,47.15,30.11,43.03,
Calc annual,36.84,33.67,35.69,45.24,39.79,38.33,41.54,42.99,47.15,30.11,43.03,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,
