"SUTTON SCOTNEY, HUNTON GRANGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.71,,,,,,,,
February,,,,5.13,,,,,,,,
March,,,,1.55,,,,,,,,
April,,,,2.46,,,,,,,,
May,,,,1.78,,,,,,,,
June,,,,0.35,,,,,,,,
July,,,,0.87,,,,,,,,
August,,,,3.15,,,,,,,,
September,,,,1.90,,,,,,,,
October,,,,5.94,,,,,,,,
November,,,,1.93,,,,,,,,
December,,,,3.30,,,,,,,,
Total,,,,30.07,,,,,,,,
Calc annual,0.00,0.00,0.00,30.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
