"CONG, THE GLEBE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.53,7.24,5.73,5.27,,,,,,,,
February,5.84,1.98,6.39,7.75,,,,,,,,
March,4.78,5.57,2.95,3.03,,,,,,,,
April,3.38,2.20,3.47,3.39,,,,,,,,
May,5.87,2.00,3.16,1.58,,,,,,,,
June,1.67,0.38,1.51,1.81,,,,,,,,
July,4.18,4.40,5.63,2.57,,,,,,,,
August,2.32,3.54,4.24,5.53,,,,,,,,
September,3.79,1.49,4.68,4.45,,,,,,,,
October,2.76,6.27,3.10,5.75,,,,,,,,
November,6.73,4.49,2.76,4.78,,,,,,,,
December,5.18,4.92,5.67,4.97,,,,,,,,
Total,54.03,44.48,49.29,50.88,,,,,,,,
Calc annual,54.03,44.48,49.29,50.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
