"SALINS, PALMERSTOWN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.33,3.36,2.70,,,,,,,,,
February,2.26,1.22,2.53,,,,,,,,,
March,3.53,3.42,1.38,,,,,,,,,
April,3.18,0.90,2.71,,,,,,,,,
May,2.91,2.06,1.08,,,,,,,,,
June,1.40,0.21,0.91,,,,,,,,,
July,6.07,3.70,2.54,,,,,,,,,
August,2.60,3.32,3.36,,,,,,,,,
September,1.48,1.64,2.59,,,,,,,,,
October,4.32,2.62,0.53,,,,,,,,,
November,2.45,2.52,0.93,,,,,,,,,
December,2.44,3.11,2.99,,,,,,,,,
Total,36.97,28.08,24.25,,,,,,,,,
Calc annual,36.97,28.08,24.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
