"FINSBURY NEW RIVER HEAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,52,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.19,2.10,2.23,1.11,2.53,1.63,2.28,1.45,3.28,0.74,2.32,
February,0.53,0.19,1.77,2.60,0.53,2.62,2.86,2.95,1.42,0.41,0.86,
March,1.19,1.07,1.22,2.11,0.51,0.57,0.25,2.34,1.13,0.01,1.45,
April,2.64,1.03,2.28,1.15,2.87,1.70,2.98,1.84,1.09,1.03,1.18,
May,0.57,1.00,0.75,1.96,2.52,1.27,1.85,1.30,1.89,1.25,2.67,
June,1.59,0.40,0.98,0.40,2.02,0.09,3.14,2.54,2.18,0.82,2.17,
July,3.41,0.10,3.52,3.10,5.06,3.40,2.02,2.60,2.08,1.93,1.68,
August,1.64,1.24,2.28,1.76,2.37,2.53,1.88,3.71,2.49,2.09,2.78,
September,3.46,1.95,1.68,1.01,2.51,1.86,1.26,4.49,0.61,0.21,3.42,
October,1.03,0.86,1.06,4.92,3.40,2.60,1.93,1.19,3.12,2.63,1.05,
November,0.89,1.75,1.44,1.41,2.00,1.35,4.31,2.30,1.89,4.82,3.54,
December,2.06,0.92,2.77,1.86,2.89,2.35,0.23,2.70,2.30,3.80,1.64,
Total,21.20,12.61,21.98,23.39,29.21,21.97,24.99,29.41,23.48,19.74,24.76,
Calc annual,21.20,12.61,21.98,23.39,29.21,21.97,24.99,29.41,23.48,19.74,24.76,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,
