"WATFORD LONDON ORPHAN SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.92,2.88,,1.64,2.74,,,,,,,
February,0.88,0.13,,4.84,0.34,,,,,,,
March,1.89,1.80,,3.31,1.00,,,,,,,
April,3.89,1.50,,1.65,3.72,,,,,,,
May,0.90,1.42,,2.19,3.56,,,,,,,
June,2.82,0.41,,0.38,2.63,,,,,,,
July,5.64,0.19,,3.80,3.50,,,,,,,
August,1.83,1.65,,2.61,2.36,,,,,,,
September,2.74,3.03,,2.06,3.05,,,,,,,
October,1.40,0.99,,6.08,3.34,,,,,,,
November,1.57,2.47,,1.50,2.75,,,,,,,
December,3.59,1.32,,3.65,4.65,,,,,,,
Total,30.07,17.79,,33.71,33.64,,,,,,,
Calc annual,30.07,17.79,0.00,33.71,33.64,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
