"SAUNDERSFOOT (HEAN CASTLE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4118,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.52,4.00,5.08,2.36,3.96,2.69,6.23,5.32,8.34,2.12,6.65,
February,1.52,0.15,4.38,7.74,0.41,6.53,4.21,2.77,3.86,1.50,0.70,
March,4.28,2.77,4.05,1.20,2.27,0.91,0.65,3.77,4.46,0.85,2.92,
April,6.05,1.05,2.68,3.73,3.05,2.57,1.64,1.59,1.28,1.01,2.28,
May,3.11,1.83,1.65,2.70,3.79,3.92,2.09,1.85,1.06,3.43,1.80,
June,2.84,0.00,1.55,0.97,2.93,0.02,2.12,3.41,5.10,1.55,1.97,
July,5.79,2.49,5.01,4.07,5.46,2.26,4.13,4.12,2.05,2.18,3.49,
August,2.54,4.56,4.63,3.73,4.02,3.45,2.94,5.65,3.28,2.04,5.29,
September,4.19,1.53,4.96,2.89,4.79,3.46,1.20,4.78,2.13,1.32,5.31,
October,4.66,2.38,1.03,5.12,6.47,5.72,3.21,2.23,9.14,6.93,6.95,
November,3.30,3.75,1.68,3.83,2.28,2.24,9.41,4.88,5.52,10.94,3.68,
December,4.94,2.24,4.67,5.62,6.95,4.04,0.90,3.27,5.46,8.12,7.49,
Total,47.74,26.75,41.37,43.96,46.38,37.81,38.73,43.64,51.68,41.99,48.53,
Calc annual,47.74,26.75,41.37,43.96,46.38,37.81,38.73,43.64,51.68,41.99,48.53,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
