"STONEYFORD, BELFAST W.W.",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6232,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.85,4.10,
February,,,,,,,,,,2.85,1.23,
March,,,,,,,,,,0.55,2.06,
April,,,,,,,,,,1.01,2.04,
May,,,,,,,,,,2.59,1.96,
June,,,,,,,,,,2.99,2.43,
July,,,,,,,,,,3.26,3.75,
August,,,,,,,,,,6.37,7.28,
September,,,,,,,,,,1.18,4.19,
October,,,,,,,,,,5.01,4.80,
November,,,,,,,,,,4.65,4.00,
December,,,,,,,,,,6.27,3.79,
Total,,,,,,,,,,38.58,41.63,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.58,41.63,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
