"FOUBRIDGE CRAGG NOOK HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.82,7.30,,,,,,,,,,
February,4.19,0.76,,,,,,,,,,
March,3.52,4.18,,,,,,,,,,
April,4.66,1.68,,,,,,,,,,
May,5.99,1.97,,,,,,,,,,
June,2.75,0.79,,,,,,,,,,
July,7.80,2.71,,,,,,,,,,
August,3.16,5.90,,,,,,,,,,
September,2.22,2.49,,,,,,,,,,
October,1.70,2.99,,,,,,,,,,
November,2.61,2.69,,,,,,,,,,
December,3.19,6.78,,,,,,,,,,
Total,46.61,40.24,,,,,,,,,,
Calc annual,46.61,40.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
