"ALTARNUN SANCTUARY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR41,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.18,5.98,6.82,5.50,7.44,6.02,,,,,,
February,1.31,0.27,6.78,12.47,2.35,10.50,,,,,,
March,5.56,4.86,5.38,2.45,3.00,1.39,,,,,,
April,6.45,1.50,5.52,4.77,5.07,4.47,,,,,,
May,2.40,2.42,2.16,4.02,4.65,5.96,,,,,,
June,3.15,0.04,2.32,0.95,3.24,0.00,,,,,,
July,7.03,1.85,4.97,1.96,6.74,5.51,,,,,,
August,3.81,4.39,4.11,3.48,7.85,5.28,,,,,,
September,3.75,1.94,4.59,5.61,6.37,4.52,,,,,,
October,8.80,2.06,2.29,9.65,9.46,,,,,,,
November,4.76,5.18,4.00,6.53,4.68,,,,,,,
December,5.43,5.22,9.86,8.35,8.50,,,,,,,
Total,61.63,35.71,58.80,65.74,69.35,71.50,,,,,,
Calc annual,61.63,35.71,58.80,65.74,69.35,43.65,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,0.00,27.85,NaN,NaN,NaN,NaN,NaN,
