"MALMESBURY, MANOR HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,2.59,1.76,3.85,,,,,,,
February,,,3.80,6.06,0.03,,,,,,,
March,,,2.27,2.10,1.25,,,,,,,
April,,,2.69,2.96,2.30,,,,,,,
May,,,0.61,1.64,5.06,,,,,,,
June,,,1.35,0.41,2.44,,,,,,,
July,,,3.79,1.70,4.12,,,,,,,
August,,,3.84,2.39,3.23,,,,,,,
September,,,2.16,3.12,4.05,,,,,,,
October,,,1.26,4.60,5.10,,,,,,,
November,,,1.53,2.11,1.99,,,,,,,
December,,,3.79,3.22,4.01,,,,,,,
Total,,,29.68,32.07,37.43,,,,,,,
Calc annual,0.00,0.00,29.68,32.07,37.43,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
