"SWANTON MORLEY RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1422,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.40,2.51,3.24,1.89,2.70,1.35,3.52,2.15,4.17,2.15,1.64,
February,0.76,0.46,2.76,2.17,1.18,2.45,1.58,2.46,1.49,0.68,1.09,
March,1.48,1.22,1.82,1.28,0.45,1.68,0.40,2.48,1.81,0.10,1.40,
April,3.08,1.67,2.15,1.03,1.96,1.70,3.43,1.59,1.32,1.01,2.11,
May,1.53,1.29,0.50,1.66,2.90,2.31,1.96,1.02,1.67,1.30,2.91,
June,1.24,0.30,1.23,0.87,1.84,0.65,2.89,5.65,2.51,1.19,3.42,
July,3.28,0.30,4.00,2.85,1.88,1.68,2.22,2.94,1.98,3.26,3.54,
August,2.73,1.48,2.81,2.50,2.15,3.85,2.49,2.94,1.74,1.38,3.00,
September,1.88,1.09,3.22,1.35,2.55,3.15,1.56,4.06,0.50,1.54,5.48,
October,1.46,1.87,0.75,3.05,4.29,2.53,3.03,2.66,2.97,3.43,0.77,
November,0.88,1.52,2.22,2.87,2.10,3.75,4.13,3.45,2.69,3.61,4.09,
December,1.14,1.75,3.19,3.40,2.55,2.69,0.93,2.27,2.96,5.00,1.92,
Total,21.86,15.46,27.89,24.92,26.55,27.79,28.14,33.67,25.81,24.65,31.37,
Calc annual,21.86,15.46,27.89,24.92,26.55,27.79,28.14,33.67,25.81,24.65,31.37,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
