"MINEHEAD, THE PARKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2101,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,0.84,4.92,
February,,,,,,,,,,1.08,0.87,
March,,,,,,,,,,0.27,2.86,
April,,,,,,,,,,0.57,2.91,
May,,,,,,,,,,2.31,1.35,
June,,,,,,,,,,2.01,0.26,
July,,,,,,,,,,1.23,1.79,
August,,,,,,,,,1.88,1.73,2.77,
September,,,,,,,,,1.31,0.49,4.33,
October,,,,,,,,,4.73,5.84,3.54,
November,,,,,,,,,3.10,9.24,4.28,
December,,,,,,,,,3.81,8.54,4.71,
Total,,,,,,,,,,34.15,34.59,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.83,34.15,34.59,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
