"DERBY WILD STREET LATER PARK GROVE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2658,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.03,2.58,3.81,1.37,2.39,2.24,2.91,1.84,4.64,1.39,4.38,
February,2.48,0.35,3.03,3.67,0.84,2.92,2.99,1.78,2.30,0.45,0.79,
March,1.90,1.49,2.05,1.50,0.96,1.05,1.18,2.66,1.93,0.24,3.27,
April,4.12,1.12,2.79,1.90,2.18,1.90,1.69,2.52,1.06,0.96,3.30,
May,2.85,1.90,0.94,2.63,4.38,5.48,2.79,1.59,0.81,2.16,2.76,
June,2.66,0.42,0.74,0.68,2.61,0.04,2.03,4.83,2.90,1.38,1.95,
July,5.23,0.59,3.96,4.37,2.99,1.97,2.19,2.94,1.46,1.79,6.57,
August,0.97,5.15,5.15,2.61,2.81,4.16,2.24,2.97,3.62,2.34,2.35,
September,2.01,1.46,1.84,2.56,2.84,3.62,1.19,3.96,0.74,0.45,4.03,
October,1.73,2.92,0.57,2.29,4.23,3.47,2.35,1.97,4.08,3.60,3.41,
November,0.91,1.59,0.82,2.13,1.57,1.74,3.52,3.22,3.53,5.57,3.39,
December,2.70,2.11,3.61,2.96,2.24,2.30,0.97,2.58,1.98,4.31,2.27,
Total,30.59,21.68,29.31,28.67,30.04,30.89,26.05,32.86,29.05,24.64,38.47,
Calc annual,30.59,21.68,29.31,28.67,30.04,30.89,26.05,32.86,29.05,24.64,38.47,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
