"FRAMPTON COTTERELL (PARK HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2194,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.80,3.10,2.80,1.46,4.03,2.96,4.61,3.12,5.10,1.00,4.83,
February,1.22,0.31,4.13,5.89,0.21,3.30,2.06,3.05,3.10,1.22,0.53,
March,2.45,1.49,3.24,1.29,1.27,0.63,0.39,2.58,2.93,0.33,2.29,
April,3.90,0.87,2.94,2.00,2.42,1.68,2.75,1.10,1.04,0.85,2.06,
May,2.37,1.75,0.82,1.70,5.11,4.58,3.41,1.01,0.97,2.06,1.08,
June,3.26,0.24,1.07,0.55,3.83,0.01,1.58,2.94,2.13,2.01,0.85,
July,4.28,0.53,4.03,2.20,4.15,3.03,2.33,4.21,3.07,1.33,3.78,
August,1.30,2.10,4.54,2.70,4.50,2.86,2.43,4.28,2.09,3.57,3.14,
September,1.82,3.85,1.79,2.76,3.27,3.82,0.96,6.67,1.08,0.24,3.58,
October,2.35,1.40,1.24,4.83,5.67,3.47,3.52,2.13,5.42,4.82,2.56,
November,1.51,2.15,1.49,2.02,2.74,1.47,6.59,2.54,3.34,8.21,4.07,
December,2.81,1.78,4.07,2.90,4.99,4.17,0.55,3.09,3.28,7.13,3.23,
Total,31.07,19.57,32.16,30.30,42.19,31.98,31.18,36.72,33.55,32.77,32.00,
Calc annual,31.07,19.57,32.16,30.30,42.19,31.98,31.18,36.72,33.55,32.77,32.00,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
