"HARROW WEALDSTONE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,866,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.11,2.36,2.56,1.20,2.14,1.60,2.67,1.89,4.05,1.13,2.75,
February,0.40,0.17,2.18,2.81,0.50,2.36,2.43,3.62,1.74,0.68,0.65,
March,1.24,1.05,1.41,2.38,0.74,0.45,0.15,2.34,1.61,0.03,1.18,
April,3.01,0.97,2.47,1.34,3.24,1.24,3.30,1.74,1.24,1.03,1.91,
May,0.80,1.05,0.81,1.61,3.23,1.62,2.04,1.29,2.23,2.08,2.79,
June,1.92,0.12,1.18,0.33,1.89,0.08,2.90,3.05,2.69,1.42,1.52,
July,5.46,0.17,3.01,3.45,3.32,3.44,2.38,2.10,2.22,2.06,1.97,
August,1.48,1.49,2.77,1.47,2.10,2.33,1.75,4.49,2.51,1.28,3.74,
September,2.15,1.95,1.77,1.56,2.60,2.57,1.61,4.84,1.25,0.42,2.35,
October,1.61,1.19,0.72,4.68,3.14,2.67,2.32,2.28,4.13,3.29,1.11,
November,1.24,-999.00,1.23,0.92,2.59,1.39,5.20,3.06,2.57,6.31,3.57,
December,2.01,1.20,2.44,2.40,2.95,1.08,0.49,3.14,2.45,5.07,2.08,
Total,24.43,13.29,22.55,24.15,28.44,20.83,27.24,33.84,28.69,24.80,25.62,
Calc annual,24.43,11.72,22.55,24.15,28.44,20.83,27.24,33.84,28.69,24.80,25.62,
Difference,0.00,1.57,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
