"KINGSTOWN, THE HOSTEL, UPPER GEORGE STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,4.15,2.54,5.09,2.14,,,,
February,,,,,0.91,3.69,1.16,2.87,,,,
March,,,,,0.68,0.41,0.74,2.91,,,,
April,,,,,1.84,1.99,1.20,1.38,,,,
May,,,,,2.27,4.10,1.47,1.47,,,,
June,,,,,2.35,0.27,1.71,2.35,,,,
July,,,,,3.02,2.59,3.29,2.32,,,,
August,,,,,3.51,2.10,1.91,5.46,,,,
September,,,,,4.67,1.80,1.26,1.61,,,,
October,,,,,2.05,2.55,2.02,2.84,,,,
November,,,,,2.59,3.13,3.34,2.73,,,,
December,,,,,4.66,1.81,0.69,2.36,,,,
Total,,,,,32.70,26.98,23.88,30.44,,,,
Calc annual,0.00,0.00,0.00,0.00,32.70,26.98,23.88,30.44,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,
