"ISLE OF EIGG",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5752,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,7.73,8.53,1.08,9.29,
February,,,,,,,,4.33,4.03,1.37,0.70,
March,,,,,,,,3.82,3.54,1.07,4.58,
April,,,,,,,,6.37,2.83,2.66,2.24,
May,,,,,,,,3.60,0.86,3.23,3.07,
June,,,,,,,,4.50,4.22,3.92,4.53,
July,,,,,,,,3.28,4.23,3.39,2.86,
August,,,,,,,,4.78,2.76,6.53,8.00,
September,,,,,,,,5.09,3.02,5.68,2.88,
October,,,,,,,,7.47,6.02,11.26,8.53,
November,,,,,,,,5.49,7.33,7.40,7.45,
December,,,,,,,,0.03,6.51,9.76,7.85,
Total,,,,,,,,56.49,53.88,57.35,61.98,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.49,53.88,57.35,61.98,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,
