"HARROGATE W.W. BROAD DUBB",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3349,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.90,5.00,3.21,2.05,2.60,3.00,3.60,2.20,5.35,2.20,5.85,
February,2.25,0.19,3.40,5.00,1.10,5.20,3.10,1.50,3.50,0.70,1.35,
March,2.60,1.80,2.05,1.55,1.55,1.30,2.10,2.45,3.00,0.63,3.20,
April,4.62,1.22,3.30,2.70,2.10,4.00,1.60,2.59,0.90,1.33,3.30,
May,3.74,1.90,1.10,3.30,4.05,5.20,2.70,1.61,2.40,1.98,1.50,
June,3.08,0.09,1.30,0.98,3.20,0.06,4.00,3.28,5.80,1.08,1.95,
July,6.50,1.90,4.78,3.90,4.80,0.94,2.60,4.80,1.00,3.10,4.80,
August,1.70,4.20,5.30,4.30,3.40,3.32,3.90,6.54,4.10,2.30,3.98,
September,1.20,1.05,3.50,3.70,3.70,2.70,1.15,3.80,1.00,0.58,3.57,
October,3.08,1.90,1.40,4.00,3.90,4.00,3.16,3.28,5.40,3.59,3.00,
November,1.90,2.70,1.25,4.00,2.34,2.50,6.20,3.34,8.10,4.40,4.70,
December,3.50,4.50,3.40,3.70,3.60,4.20,1.11,3.90,2.00,7.00,3.12,
Total,38.07,26.45,33.99,39.18,36.34,36.42,35.22,39.29,42.55,28.89,40.32,
Calc annual,38.07,26.45,33.99,39.18,36.34,36.42,35.22,39.29,42.55,28.89,40.32,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
