"BUNGAY FLIXTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1376,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.03,3.93,1.36,2.11,0.85,1.97,1.08,3.15,1.36,1.69,
February,,0.28,2.06,3.35,1.56,1.95,1.82,2.23,0.97,0.52,0.97,
March,,0.86,1.42,1.24,0.39,1.19,0.33,2.19,1.89,0.02,0.80,
April,,1.24,2.55,0.65,2.45,2.17,2.05,1.55,1.37,0.85,1.86,
May,,0.96,0.71,1.27,4.29,2.30,1.72,0.44,1.42,0.89,3.08,
June,,0.41,1.84,0.71,1.37,0.55,2.18,3.75,1.87,0.64,1.20,
July,,0.37,4.37,2.29,1.78,1.37,1.75,2.11,2.04,4.81,2.97,
August,,2.29,2.01,3.38,2.25,2.87,1.95,3.09,1.82,1.15,2.40,
September,1.78,1.36,2.90,1.76,3.84,2.36,0.36,2.52,0.93,1.12,5.33,
October,0.73,0.72,2.16,2.81,4.80,1.66,2.33,1.98,1.64,2.73,0.63,
November,0.79,1.37,1.42,7.46,1.35,2.57,3.09,3.47,2.24,3.00,3.29,
December,3.16,1.75,1.48,2.82,2.41,2.01,0.85,2.07,3.14,4.32,2.16,
Total,,13.64,26.85,29.10,28.60,21.85,20.40,26.48,22.48,21.41,26.38,
Calc annual,6.46,13.64,26.85,29.10,28.60,21.85,20.40,26.48,22.48,21.41,26.38,
Difference,NaN,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,
