"CARRIBBER RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5158,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.60,6.28,3.41,2.68,3.07,4.11,4.61,3.57,7.70,1.36,5.50,
February,4.20,1.61,1.54,3.68,0.73,3.11,4.07,1.96,4.15,1.12,0.79,
March,3.74,4.71,1.23,1.31,1.14,2.06,2.25,2.79,3.17,0.47,2.75,
April,1.97,1.16,1.23,2.94,1.62,4.84,1.94,1.62,1.20,1.90,0.78,
May,3.79,1.12,2.33,1.43,4.37,5.84,3.18,1.98,1.72,2.19,1.35,
June,1.33,0.16,1.97,0.76,2.59,0.29,2.73,3.36,5.12,2.28,2.23,
July,4.28,6.22,3.88,3.00,2.93,1.20,3.52,3.55,1.30,2.90,4.33,
August,5.31,5.77,1.79,5.15,3.50,3.22,1.75,6.73,3.88,4.40,4.71,
September,1.98,0.45,2.06,3.64,3.74,4.42,3.07,6.72,2.89,0.96,3.83,
October,1.08,3.58,0.96,3.57,3.16,2.68,5.08,4.97,4.75,4.14,4.22,
November,3.25,1.81,1.69,3.17,1.98,0.53,5.67,2.42,3.93,4.95,5.18,
December,3.23,9.97,3.00,2.88,4.70,3.44,0.96,1.43,3.44,6.45,2.62,
Total,38.76,42.84,25.09,34.21,33.53,35.74,38.83,41.10,43.25,33.12,38.29,
Calc annual,38.76,42.84,25.09,34.21,33.53,35.74,38.83,41.10,43.25,33.12,38.29,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
