"BROCKLESBY PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2577,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.51,2.91,3.25,1.42,2.45,1.67,2.71,1.34,3.97,1.98,2.72,
February,1.91,0.34,2.96,4.58,1.33,2.37,1.20,1.41,1.98,0.80,0.86,
March,2.54,1.35,2.13,1.54,0.77,1.52,0.52,1.78,2.14,0.18,1.65,
April,4.61,1.62,1.78,1.85,1.92,2.30,1.81,2.73,1.07,0.99,2.56,
May,4.07,2.26,0.57,3.34,3.21,2.93,2.46,1.22,1.13,1.35,1.41,
June,1.10,0.22,1.49,0.90,1.69,0.45,3.42,2.98,2.32,0.78,2.66,
July,4.63,0.74,4.49,3.26,2.65,0.75,1.97,2.94,0.39,1.24,5.52,
August,1.36,3.22,3.15,2.46,2.68,1.18,2.22,3.54,5.89,1.87,2.85,
September,1.60,0.96,2.06,3.71,3.33,2.59,0.54,4.07,0.38,0.32,3.46,
October,2.07,1.37,2.01,2.36,4.23,2.25,2.79,1.57,3.95,4.17,1.56,
November,0.40,2.28,1.73,3.58,1.86,2.61,2.41,3.30,2.80,3.98,3.72,
December,2.96,2.54,2.79,3.14,2.25,2.22,0.60,2.54,1.81,4.38,1.96,
Total,29.76,19.81,28.41,32.14,28.37,22.84,22.65,29.42,27.83,22.04,30.93,
Calc annual,29.76,19.81,28.41,32.14,28.37,22.84,22.65,29.42,27.83,22.04,30.93,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
