"MOUNTSORREL (CHRIST CHURCH VICARAGE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,1.95,1.73,2.38,1.80,,,,
February,,,,,0.58,2.22,2.35,2.12,,,,
March,,,,,0.71,0.90,0.69,2.12,,,,
April,,,,,2.01,1.29,1.54,1.68,,,,
May,,,,,4.46,3.25,3.10,0.81,,,,
June,,,,,2.25,0.07,2.96,4.42,,,,
July,,,,,2.43,2.16,2.53,1.98,,,,
August,,,,,2.63,2.20,2.11,2.90,,,,
September,,,,,2.90,2.71,0.96,4.17,,,,
October,,,,,3.97,2.85,2.24,1.84,,,,
November,,,,,1.95,1.54,3.35,2.38,,,,
December,,,,,2.18,1.65,0.63,2.75,,,,
Total,,,,,28.02,22.57,24.84,28.97,,,,
Calc annual,0.00,0.00,0.00,0.00,28.02,22.57,24.84,28.97,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
