"BISHOP'S SUTTON, NORTH COURT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,3.60,6.11,,,,,
February,,,,,,5.27,2.04,,,,,
March,,,,,,0.78,0.47,,,,,
April,,,,,,2.99,3.10,,,,,
May,,,,,,4.57,2.96,,,,,
June,,,,,,0.02,2.33,,,,,
July,,,,,,3.35,2.09,,,,,
August,,,,,,4.01,1.54,,,,,
September,,,,,,3.53,1.04,,,,,
October,,,,,,4.27,2.91,,,,,
November,,,,,,2.68,8.05,,,,,
December,,,,,,3.58,0.52,,,,,
Total,,,,,,38.65,33.16,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,38.65,33.16,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,NaN,NaN,NaN,NaN,
