"DARWEN DAISY GREEN NO 2",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.75,6.97,4.74,,,,,,,,,
February,3.23,0.37,6.07,,,,,,,,,
March,4.78,3.51,3.95,,,,,,,,,
April,5.82,2.25,3.96,,,,,,,,,
May,5.51,3.08,2.43,,,,,,,,,
June,3.26,0.50,4.35,,,,,,,,,
July,6.47,2.63,6.22,,,,,,,,,
August,2.55,7.26,7.40,,,,,,,,,
September,2.82,2.76,5.53,,,,,,,,,
October,1.39,3.31,1.32,,,,,,,,,
November,2.13,3.07,4.65,,,,,,,,,
December,2.95,9.20,7.42,,,,,,,,,
Total,45.66,44.91,58.04,,,,,,,,,
Calc annual,45.66,44.91,58.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
