"GILSTON PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,952,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.33,2.19,3.44,1.29,2.56,2.16,2.79,1.71,3.18,1.30,2.38,
February,0.46,0.17,2.11,2.88,0.74,3.32,2.66,3.73,1.41,0.92,0.52,
March,1.72,0.96,1.89,1.86,1.04,0.92,0.16,2.39,1.91,0.05,1.68,
April,3.96,1.50,2.26,1.37,2.78,1.72,3.07,1.91,1.35,1.70,2.21,
May,0.74,0.90,1.22,1.33,3.84,1.89,1.25,0.95,1.76,1.55,2.46,
June,1.41,0.31,1.38,0.73,2.43,0.23,3.44,3.79,2.74,0.55,2.31,
July,3.82,0.22,3.12,1.68,3.40,3.11,3.07,3.13,1.42,2.53,2.07,
August,1.33,0.80,2.08,2.62,2.07,2.62,1.34,3.81,2.43,1.60,3.11,
September,2.67,2.08,2.53,1.65,3.12,2.85,2.00,4.64,0.68,0.78,2.97,
October,1.09,1.02,0.97,4.31,3.97,2.96,2.11,1.80,3.18,3.41,1.11,
November,0.87,2.10,1.30,1.87,2.83,1.77,4.71,2.97,2.32,4.82,3.45,
December,2.35,1.63,2.38,2.32,3.02,1.96,0.43,2.83,2.72,5.41,2.72,
Total,22.75,13.88,24.68,23.91,31.80,25.49,27.03,33.66,25.10,24.62,26.99,
Calc annual,22.75,13.88,24.68,23.91,31.80,25.51,27.03,33.66,25.10,24.62,26.99,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,
