"NORTHWICH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.12,3.14,2.89,,,,,,,,,
February,2.48,0.26,2.71,,,,,,,,,
March,3.02,1.16,1.61,,,,,,,,,
April,4.27,0.98,2.23,,,,,,,,,
May,3.49,0.79,0.64,,,,,,,,,
June,3.61,0.21,1.44,,,,,,,,,
July,6.19,0.40,3.43,,,,,,,,,
August,1.83,3.90,2.99,,,,,,,,,
September,2.69,0.57,2.84,,,,,,,,,
October,1.15,2.13,0.19,,,,,,,,,
November,0.67,1.89,1.47,,,,,,,,,
December,1.97,2.57,3.95,,,,,,,,,
Total,34.49,18.00,26.39,,,,,,,,,
Calc annual,34.49,18.00,26.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
