"BRADFIELD CROSS SPRINGS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,806,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,3.87,
February,,,,,,,,,,,0.54,
March,,,,,,,,,,,1.01,
April,,,,,,,,,,,2.29,
May,,,,,,,,,,,1.91,
June,,,,,,,,,,,0.97,
July,,,,,,,,,,,2.67,
August,,,,,,,,,,,2.62,
September,,,,,,,,,,,3.46,
October,,,,,,,,,,,1.37,
November,,,,,,,,,,,4.32,
December,,,,,,,,,,,3.28,
Total,,,,,,,,,,,28.31,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.31,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,
