"RADLETT HOUSE SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.53,,,,,,,,
February,,,,3.46,,,,,,,,
March,,,,2.52,,,,,,,,
April,,,3.25,,,,,,,,,
May,,,0.69,,,,,,,,,
June,,,1.29,,,,,,,,,
July,,,3.63,,,,,,,,,
August,,,2.02,,,,,,,,,
September,,,1.83,,,,,,,,,
October,,,0.98,,,,,,,,,
November,,,1.49,,,,,,,,,
December,,,3.10,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,18.28,7.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
