"HATFIELD PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,927,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,1.31,3.73,1.50,2.54,
February,,,,,,,,2.93,1.89,0.62,0.88,
March,,,,,,,,1.70,1.97,0.04,1.59,
April,,,,,,,,1.39,0.61,1.28,2.32,
May,,,,,,,,1.08,1.13,1.91,3.55,
June,,,,,,,,2.56,2.18,0.89,0.50,
July,,,,,,,,2.37,2.13,2.38,2.62,
August,,,,,,,,3.25,2.25,0.73,3.68,
September,,,,,,,,4.68,1.00,0.36,3.26,
October,,,,,,,,2.25,3.62,3.42,1.05,
November,,,,,,,,2.36,2.47,6.84,4.02,
December,,,,,,,,2.60,2.54,4.80,2.54,
Total,,,,,,,,28.48,25.52,24.77,28.55,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.48,25.52,24.77,28.55,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,
