"SELLY OAK, WITHERFORD WAY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2475,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,5.02,1.54,5.12,
February,,,,,,,,,2.30,0.71,0.84,
March,,,,,,,,,2.66,0.19,3.07,
April,,,,,,,,,1.85,0.68,2.35,
May,,,,,,,,,0.54,2.16,2.12,
June,,,,,,,,,2.89,2.16,1.62,
July,,,,,,,,,1.32,1.84,4.71,
August,,,,,,,,,1.97,2.31,3.50,
September,,,,,,,,,0.56,0.97,4.57,
October,,,,,,,,,5.02,3.84,3.03,
November,,,,,,,,,3.90,8.26,3.38,
December,,,,,,,,,2.11,5.85,3.42,
Total,,,,,,,,,30.14,30.51,37.73,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.14,30.51,37.73,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,
