"OGMORE (SECONDARY SCHOOL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,14.85,14.42,,,,,,,,,,
February,5.42,0.20,,,,,,,,,,
March,7.13,8.03,,,,,,,,,,
April,11.21,1.49,,,,,,,,,,
May,7.24,5.37,,,,,,,,,,
June,7.55,0.84,,,,,,,,,,
July,11.19,4.68,,,,,,,,,,
August,2.80,6.39,,,,,,,,,,
September,5.94,5.45,,,,,,,,,,
October,5.82,2.16,,,,,,,,,,
November,4.93,5.90,,,,,,,,,,
December,11.36,6.83,,,,,,,,,,
Total,95.44,61.76,,,,,,,,,,
Calc annual,95.44,61.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
