"HINCKLEY, EDWARD STREET",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2498,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,2.42,3.76,1.17,3.50,
February,,,,,,,,2.02,1.63,0.61,0.79,
March,,,,,,,,2.01,1.72,0.10,2.51,
April,,,,,,,,1.99,1.23,1.11,3.01,
May,,,,,,,,1.15,0.64,2.52,2.77,
June,,,,,,,,4.34,2.33,1.39,1.76,
July,,,,,,,,2.32,0.55,1.00,4.95,
August,,,,,,,,3.48,2.71,2.11,3.64,
September,,,,,,,,4.37,0.69,0.63,3.30,
October,,,,,,,,1.83,3.88,3.52,2.54,
November,,,,,,,,3.68,3.37,5.24,2.81,
December,,,,,,,,2.75,1.87,4.94,2.23,
Total,,,,,,,,32.36,24.38,24.34,33.81,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.36,24.38,24.34,33.81,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,
