"GRETTON SCHOOL GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1148,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.86,1.99,2.73,1.36,1.82,1.01,2.79,2.01,3.31,1.33,2.06,
February,0.87,0.48,2.29,3.10,0.42,2.17,2.12,2.39,1.73,0.65,0.90,
March,2.00,0.67,1.44,1.84,0.76,0.94,0.65,2.07,1.44,0.10,1.68,
April,4.90,1.07,2.72,1.83,1.88,1.50,2.13,1.78,1.01,1.16,3.01,
May,1.18,1.63,1.07,1.10,2.57,2.55,1.38,0.96,1.55,1.16,2.81,
June,1.88,0.87,1.15,0.62,1.93,0.02,1.63,3.58,2.62,1.12,0.87,
July,3.02,0.25,4.57,3.11,2.13,1.69,2.09,2.00,1.44,1.17,3.20,
August,1.45,2.77,4.76,1.60,1.92,1.29,0.99,4.71,1.40,1.12,2.45,
September,1.85,0.92,2.18,2.33,2.49,3.05,1.71,4.26,0.72,0.99,3.62,
October,1.18,1.87,1.01,3.64,4.30,2.61,2.05,1.89,5.45,3.02,1.13,
November,1.07,1.89,1.20,1.37,1.88,1.73,3.19,3.46,2.73,4.77,2.09,
December,2.05,1.51,2.07,1.94,1.79,1.95,0.67,2.38,1.86,3.99,1.27,
Total,23.31,15.92,27.19,23.84,23.89,20.51,21.40,31.49,25.26,20.58,25.09,
Calc annual,23.31,15.92,27.19,23.84,23.89,20.51,21.40,31.49,25.26,20.58,25.09,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
