"SELLING, LUTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,310,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.07,1.90,3.09,1.59,2.87,2.13,2.99,1.56,3.49,1.10,2.63,
February,0.61,1.19,2.23,3.49,0.76,4.51,2.80,4.28,1.06,0.50,1.19,
March,1.22,1.59,2.11,1.98,1.55,1.32,0.15,3.20,2.05,0.07,1.42,
April,3.00,1.81,2.51,2.39,3.59,2.50,4.49,1.74,2.35,1.29,1.24,
May,1.24,1.46,0.54,3.74,3.70,2.98,1.45,0.80,2.17,1.30,4.69,
June,1.11,0.31,1.87,0.60,1.95,0.59,2.85,4.21,2.60,1.50,0.77,
July,3.39,0.47,2.35,1.12,3.57,3.64,1.32,4.71,0.93,1.00,2.38,
August,2.21,1.57,2.13,1.52,3.00,1.18,1.73,3.50,1.78,3.06,3.01,
September,3.82,0.96,4.29,1.11,1.76,2.36,0.45,3.72,0.74,0.49,5.28,
October,1.25,1.05,2.08,5.55,4.01,3.68,3.66,1.94,5.08,3.55,1.71,
November,1.11,1.58,1.54,2.48,3.61,3.26,6.60,3.08,4.47,5.87,5.11,
December,2.95,1.78,3.44,3.06,4.70,3.51,1.19,4.67,3.19,7.18,2.60,
Total,24.98,15.67,28.18,28.63,35.07,31.66,29.68,37.41,29.91,26.91,32.03,
Calc annual,24.98,15.67,28.18,28.63,35.07,31.66,29.68,37.41,29.91,26.91,32.03,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
